scenario_id,strategy,latency_ms,cpu_ms,error,
S00234,Embed,3.195,0.989,None,
S00234,Reference,27.375,1.513,None,
S00234,Hybrid,23.493,0.873,None,
S00235,Embed,3.309,1.014,None,
S00235,Reference,173.859,6.853,None,
S00235,Hybrid,180.806,10.208,None,
S00236,Embed,3.004,0.723,None,
S00236,Reference,1038.56,43.519,None,
S00236,Hybrid,852.363,43.621,None,
S00237,Embed,4.262,1.343,None,
S00237,Reference,21.3,1.65,None,
S00237,Hybrid,21.481,1.293,None,
S00238,Embed,3.334,1.075,None,
S00238,Reference,160.999,8.897,None,
S00238,Hybrid,188.375,10.263,None,
S00239,Embed,2.927,0.941,None,
S00239,Reference,900.76,51.032,None,
S00239,Hybrid,929.542,53.775,None,
S00240,Embed,8.367,3.684,None,
S00240,Reference,5.681,1.16,None,
S00240,Hybrid,4.118,0.702,None,
S00241,Embed,6.043,2.276,None,
S00241,Reference,30.739,4.828,None,
S00241,Hybrid,36.777,4.079,None,
S00242,Embed,2.428,0.809,None,
S00242,Reference,164.314,22.207,None,
S00242,Hybrid,103.877,13.112,None,
S00243,Embed,3.076,1.062,None,
S00243,Reference,3.523,0.621,None,
S00243,Hybrid,2.672,0.441,None,
S00244,Embed,2.932,1.023,None,
S00244,Reference,28.593,4.176,None,
S00244,Hybrid,19.742,2.877,None,
S00245,Embed,3.296,1.085,None,
S00245,Reference,156.363,22.837,None,
S00245,Hybrid,142.244,16.402,None,
S00246,Embed,2.273,0.739,None,
S00246,Reference,7.931,0.678,None,
S00246,Hybrid,7.272,0.722,None,
S00247,Embed,4.171,1.255,None,
S00247,Reference,37.575,4.967,None,
S00247,Hybrid,26.345,3.071,None,
S00248,Embed,3.021,0.986,None,
S00248,Reference,214.44,25.807,None,
S00248,Hybrid,181.101,17.379,None,
S00249,Embed,5.284,2.157,None,
S00249,Reference,8.38,0.687,None,
S00249,Hybrid,6.952,0.526,None,
S00250,Embed,3.647,1.314,None,
S00250,Reference,34.893,4.52,None,
S00250,Hybrid,39.449,4.535,None,
S00251,Embed,4.217,1.296,None,
S00251,Reference,199.744,28.847,None,
S00251,Hybrid,138.034,16.913,None,
S00252,Embed,2.887,0.953,None,
S00252,Reference,5.986,0.893,None,
S00252,Hybrid,5.906,0.98,None,
S00253,Embed,10.026,3.1,None,
S00253,Reference,48.753,7.969,None,
S00253,Hybrid,47.664,10.156,None,
S00254,Embed,6.767,2.529,None,
S00254,Reference,240.899,42.155,None,
S00254,Hybrid,252.374,41.113,None,
S00255,Embed,6.464,2.701,None,
S00255,Reference,5.289,0.978,None,
S00255,Hybrid,6.793,1.617,None,
S00256,Embed,9.07,2.619,None,
S00256,Reference,67.381,13.582,None,
S00256,Hybrid,52.979,11.569,None,
S00257,Embed,5.795,1.807,None,
S00257,Reference,259.423,48.182,None,
S00257,Hybrid,215.266,43.605,None,
S00258,Embed,2.643,0.821,None,
S00258,Reference,14.665,2.096,None,
S00258,Hybrid,10.898,1.681,None,
S00259,Embed,4.32,1.105,None,
S00259,Reference,80.309,16.933,None,
S00259,Hybrid,53.436,9.047,None,
S00260,Embed,4.428,1.449,None,
S00260,Reference,307.167,60.107,None,
S00260,Hybrid,238.435,45.974,None,
S00261,Embed,2.306,0.695,None,
S00261,Reference,11.2,1.367,None,
S00261,Hybrid,10.318,1.22,None,
S00262,Embed,3.708,1.123,None,
S00262,Reference,69.443,14.54,None,
S00262,Hybrid,47.138,7.309,None,
S00263,Embed,6.968,3.004,None,
S00263,Reference,292.026,58.576,None,
S00263,Hybrid,296.665,57.517,None,
S00264,Embed,5.977,2.434,None,
S00264,Reference,37.308,0.935,None,
S00264,Hybrid,24.479,0.669,None,
S00265,Embed,4.827,1.461,None,
S00265,Reference,259.606,5.634,None,
S00265,Hybrid,171.738,4.067,None,
S00266,Embed,3.23,0.972,None,
S00266,Reference,1733.223,30.035,None,
S00266,Hybrid,1088.082,22.577,None,
S00267,Embed,3.813,1.08,None,
S00267,Reference,35.217,1.131,None,
S00267,Hybrid,18.395,0.628,None,
S00268,Embed,5.799,1.659,None,
S00268,Reference,337.364,6.639,None,
S00268,Hybrid,212.86,4.081,None,
S00269,Embed,2.652,0.83,None,
S00269,Reference,1166.362,32.247,None,
S00269,Hybrid,915.558,21.797,None,
S00270,Embed,5.872,1.276,None,
S00270,Reference,32.715,0.858,None,
S00270,Hybrid,31.689,1.134,None,
S00271,Embed,3.329,0.976,None,
S00271,Reference,282.476,6.125,None,
S00271,Hybrid,183.633,3.545,None,
S00272,Embed,5.034,1.293,None,
S00272,Reference,1048.41,26.862,None,
S00272,Hybrid,1242.972,21.927,None,
S00273,Embed,4.083,1.283,None,
S00273,Reference,25.437,0.813,None,
S00273,Hybrid,26.808,0.727,None,
S00274,Embed,3.687,1.164,None,
S00274,Reference,256.098,6.954,None,
S00274,Hybrid,174.625,3.79,None,
S00275,Embed,6.817,2.696,None,
S00275,Reference,1511.959,29.981,None,
S00275,Hybrid,1252.039,21.972,None,
S00276,Embed,4.551,1.363,None,
S00276,Reference,37.367,1.468,None,
S00276,Hybrid,27.237,1.358,None,
S00277,Embed,3.654,1.085,None,
S00277,Reference,289.051,12.126,None,
S00277,Hybrid,298.322,10.316,None,
S00278,Embed,4.103,1.162,None,
S00278,Reference,1430.735,32.771,None,
S00278,Hybrid,1220.932,45.517,None,
S00279,Embed,4.156,1.241,None,
S00279,Reference,29.498,1.352,None,
S00279,Hybrid,28.341,1.297,None,
S00280,Embed,6.6,2.408,None,
S00280,Reference,245.118,14.526,None,
S00280,Hybrid,254.141,10.298,None,
S00281,Embed,4.615,1.499,None,
S00281,Reference,1681.58,55.282,None,
S00281,Hybrid,1268.603,44.945,None,
S00282,Embed,6.532,1.636,None,
S00282,Reference,27.672,1.452,None,
S00282,Hybrid,30.1,1.342,None,
S00283,Embed,3.07,0.962,None,
S00283,Reference,271.002,10.152,None,
S00283,Hybrid,285.253,11.508,None,
S00284,Embed,4.667,1.367,None,
S00284,Reference,1384.019,63.628,None,
S00284,Hybrid,1238.07,43.761,None,
S00285,Embed,6.573,2.218,None,
S00285,Reference,31.213,1.33,None,
S00285,Hybrid,27.62,1.173,None,
S00286,Embed,3.911,1.136,None,
S00286,Reference,341.971,6.555,None,
S00286,Hybrid,262.264,12.277,None,
S00287,Embed,3.26,1.044,None,
S00287,Reference,1499.698,71.08,None,
S00287,Hybrid,1445.189,53.791,None,
S00288,Embed,12.568,3.062,None,
S00288,Reference,17.419,0.966,None,
S00288,Hybrid,13.558,0.978,None,
S00289,Embed,9.656,2.48,None,
S00289,Reference,172.198,6.006,None,
S00289,Hybrid,122.538,4.95,None,
S00290,Embed,13.18,3.299,None,
S00290,Reference,768.122,49.035,None,
S00290,Hybrid,722.99,39.917,None,
S00291,Embed,8.516,2.185,None,
S00291,Reference,15.331,0.743,None,
S00291,Hybrid,11.017,1.001,None,
S00292,Embed,9.361,2.547,None,
S00292,Reference,142.866,7.999,None,
S00292,Hybrid,156.005,8.817,None,
S00293,Embed,11.118,2.516,None,
S00293,Reference,613.467,51.06,None,
S00293,Hybrid,801.983,36.353,None,
S00294,Embed,10.477,2.712,None,
S00294,Reference,16.931,1.135,None,
S00294,Hybrid,32.466,1.255,None,
S00295,Embed,11.503,3.315,None,
S00295,Reference,187.679,8.186,None,
S00295,Hybrid,125.638,7.32,None,
S00296,Embed,13.616,3.694,None,
S00296,Reference,633.875,43.821,None,
S00296,Hybrid,768.873,40.212,None,
S00297,Embed,9.371,2.351,None,
S00297,Reference,24.026,1.061,None,
S00297,Hybrid,16.936,1.241,None,
S00298,Embed,8.092,2.113,None,
S00298,Reference,136.742,11.057,None,
S00298,Hybrid,115.01,7.691,None,
S00299,Embed,13.307,3.08,None,
S00299,Reference,743.293,35.35,None,
S00299,Hybrid,692.515,41.433,None,
S00300,Embed,18.039,5.088,None,
S00300,Reference,18.998,1.968,None,
S00300,Hybrid,48.412,8.061,None,
S00301,Embed,16.301,4.08,None,
S00301,Reference,228.751,28.843,None,
S00301,Hybrid,225.011,32.602,None,
S00302,Embed,31.093,5.969,None,
S00302,Reference,932.08,80.171,None,
S00302,Hybrid,932.213,136.753,None,
S00303,Embed,25.329,4.875,None,
S00303,Reference,22.236,3.303,None,
S00303,Hybrid,16.941,2.356,None,
S00304,Embed,7.348,2.052,None,
S00304,Reference,214.583,34.169,None,
S00304,Hybrid,223.398,31.74,None,
S00305,Embed,16.557,4.133,None,
S00305,Reference,1182.146,129.488,None,
S00305,Hybrid,964.576,113.184,None,
S00306,Embed,11.62,2.868,None,
S00306,Reference,29.779,4.414,None,
S00306,Hybrid,35.466,4.311,None,
S00307,Embed,10.704,2.875,None,
S00307,Reference,246.295,34.694,None,
S00307,Hybrid,214.663,34.572,None,
S00308,Embed,4.643,1.232,None,
S00308,Reference,1023.085,154.796,None,
S00308,Hybrid,996.706,138.744,None,
S00309,Embed,12.494,3.334,None,
S00309,Reference,23.192,2.382,None,
S00309,Hybrid,26.845,4.456,None,
S00310,Embed,13.251,3.295,None,
S00310,Reference,188.068,21.985,None,
S00310,Hybrid,241.928,35.912,None,
S00311,Embed,11.483,2.873,None,
S00311,Reference,1064.704,141.715,None,
S00311,Hybrid,1026.391,123.968,None,
S00312,Embed,13.147,3.093,None,
S00312,Reference,136.745,1.129,None,
S00312,Hybrid,180.07,1.113,None,
S00313,Embed,22.997,3.697,None,
S00313,Reference,1850.61,16.4,None,
S00313,Hybrid,1658.864,9.173,None,
S00314,Embed,5.113,1.194,None,
S00314,Reference,8323.249,43.88,None,
S00314,Hybrid,7599.923,41.669,None,
S00315,Embed,4.991,0.92,None,
S00315,Reference,215.248,1.646,None,
S00315,Hybrid,205.84,1.029,None,
S00316,Embed,6.56,1.269,None,
S00316,Reference,1828.846,11.84,None,
S00316,Hybrid,1462.442,11.999,None,
S00317,Embed,7.823,2.066,None,
S00317,Reference,6412.509,54.031,None,
S00317,Hybrid,4657.889,43.769,None,
S00318,Embed,15.113,4.115,None,
S00318,Reference,115.288,1.258,None,
S00318,Hybrid,84.51,1.106,None,
S00319,Embed,21.73,4.122,None,
S00319,Reference,957.627,10.853,None,
S00319,Hybrid,884.697,8.148,None,
S00320,Embed,13.972,3.459,None,
S00320,Reference,4372.512,33.975,None,
S00320,Hybrid,4589.945,38.876,None,
S00321,Embed,16.092,4.262,None,
S00321,Reference,120.342,1.126,None,
S00321,Hybrid,115.893,1.142,None,
S00322,Embed,14.453,3.266,None,
S00322,Reference,896.672,8.669,None,
S00322,Hybrid,1197.438,7.066,None,
S00323,Embed,9.587,2.147,None,
S00323,Reference,5121.239,39.937,None,
S00323,Hybrid,5027.868,40.749,None,
S00324,Embed,14.514,3.472,None,
S00324,Reference,133.914,2.976,None,
S00324,Hybrid,76.027,3.495,None,
S00325,Embed,9.113,2.079,None,
S00325,Reference,871.732,25.178,None,
S00325,Hybrid,993.656,19.725,None,
S00326,Embed,20.401,5.153,None,
S00326,Reference,5562.413,168.256,None,
S00326,Hybrid,4232.618,111.545,None,
S00327,Embed,8.786,2.113,None,
S00327,Reference,98.62,3.514,None,
S00327,Hybrid,89.54,3.878,None,
S00328,Embed,9.934,2.45,None,
S00328,Reference,1010.767,34.809,None,
S00328,Hybrid,1153.667,28.256,None,
S00329,Embed,19.795,5.136,None,
S00329,Reference,6130.921,110.192,None,
S00329,Hybrid,5584.554,106.181,None,
S00330,Embed,5.565,1.231,None,
S00330,Reference,112.379,4.288,None,
S00330,Hybrid,106.856,2.853,None,
S00331,Embed,8.352,1.671,None,
S00331,Reference,1052.646,17.461,None,
S00331,Hybrid,716.079,32.362,None,
S00332,Embed,12.219,3.237,None,
S00332,Reference,4654.636,68.733,None,
S00332,Hybrid,5131.332,66.598,None,
S00333,Embed,13.402,3.066,None,
S00333,Reference,128.206,1.662,None,
S00333,Hybrid,87.087,3.238,None,
S00334,Embed,13.762,2.939,None,
S00334,Reference,1745.852,28.556,None,
S00334,Hybrid,1741.403,36.342,None,
S00335,Embed,20.074,4.758,None,
S00335,Reference,8213.923,78.675,None,
S00335,Hybrid,8675.932,134.419,None,
S00336,Embed,22.559,7.005,None,
S00336,Reference,17.796,0.974,None,
S00336,Hybrid,20.21,1.214,None,
S00337,Embed,16.795,6.07,None,
S00337,Reference,140.743,11.362,None,
S00337,Hybrid,179.536,7.982,None,
S00338,Embed,28.155,7.468,None,
S00338,Reference,748.065,43.447,None,
S00338,Hybrid,588.82,30.845,None,
S00339,Embed,13.262,4.988,None,
S00339,Reference,18.715,1.088,None,
S00339,Hybrid,14.796,1.028,None,
S00340,Embed,11.9,4.778,None,
S00340,Reference,143.776,10.769,None,
S00340,Hybrid,166.151,10.018,None,
S00341,Embed,14.594,5.64,None,
S00341,Reference,754.637,44.889,None,
S00341,Hybrid,775.478,35.294,None,
S00342,Embed,24.014,9.074,None,
S00342,Reference,19.928,1.421,None,
S00342,Hybrid,21.069,0.966,None,
S00343,Embed,16.542,5.943,None,
S00343,Reference,151.652,7.929,None,
S00343,Hybrid,139.824,8.75,None,
S00344,Embed,12.507,4.624,None,
S00344,Reference,813.354,52.259,None,
S00344,Hybrid,913.585,38.937,None,
S00345,Embed,19.981,6.805,None,
S00345,Reference,19.403,0.981,None,
S00345,Hybrid,17.283,1.543,None,
S00346,Embed,7.492,2.044,None,
S00346,Reference,142.588,9.32,None,
S00346,Hybrid,148.487,9.477,None,
S00347,Embed,19.565,6.236,None,
S00347,Reference,727.583,33.65,None,
S00347,Hybrid,606.741,38.071,None,
S00348,Embed,44.288,12.62,None,
S00348,Reference,15.38,1.744,None,
S00348,Hybrid,17.66,3.418,None,
S00349,Embed,19.361,6.222,None,
S00349,Reference,217.304,36.234,None,
S00349,Hybrid,175.628,31.464,None,
S00350,Embed,17.255,5.86,None,
S00350,Reference,1213.952,217.02,None,
S00350,Hybrid,1071.9,161.374,None,
S00351,Embed,29.781,10.218,None,
S00351,Reference,16.147,2.931,None,
S00351,Hybrid,18.336,2.723,None,
S00352,Embed,18.963,5.945,None,
S00352,Reference,240.628,43.028,None,
S00352,Hybrid,168.006,18.312,None,
S00353,Embed,20.658,6.818,None,
S00353,Reference,1134.056,167.055,None,
S00353,Hybrid,1097.302,195.741,None,
S00354,Embed,24.33,6.132,None,
S00354,Reference,21.225,2.202,None,
S00354,Hybrid,24.526,4.573,None,
S00355,Embed,14.434,5.391,None,
S00355,Reference,197.971,28.76,None,
S00355,Hybrid,148.257,13.711,None,
S00356,Embed,21.747,5.985,None,
S00356,Reference,1221.665,137.26,None,
S00356,Hybrid,1290.514,231.576,None,
S00357,Embed,18.62,7.183,None,
S00357,Reference,31.474,3.354,None,
S00357,Hybrid,26.461,4.874,None,
S00358,Embed,14.072,5.094,None,
S00358,Reference,306.177,60.949,None,
S00358,Hybrid,233.751,35.749,None,
S00359,Embed,16.754,6.032,None,
S00359,Reference,1457.444,222.963,None,
S00359,Hybrid,1224.064,169.622,None,
S00360,Embed,19.267,6.832,None,
S00360,Reference,178.776,1.1,None,
S00360,Hybrid,218.576,1.795,None,
S00361,Embed,22.949,9.271,None,
S00361,Reference,2052.013,9.413,None,
S00361,Hybrid,1562.739,9.931,None,
S00362,Embed,14.514,5.138,None,
S00362,Reference,10206.176,52.64,None,
S00362,Hybrid,8006.05,80.802,None,
S00363,Embed,23.337,8.225,None,
S00363,Reference,223.079,1.548,None,
S00363,Hybrid,155.107,2.119,None,
S00364,Embed,17.114,6.029,None,
S00364,Reference,1824.376,12.612,None,
S00364,Hybrid,2023.779,9.942,None,
S00365,Embed,13.583,4.509,None,
S00365,Reference,8224.878,44.356,None,
S00365,Hybrid,8343.746,50.114,None,
S00366,Embed,23.864,8.06,None,
S00366,Reference,248.034,1.35,None,
S00366,Hybrid,246.055,1.684,None,
S00367,Embed,24.685,8.335,None,
S00367,Reference,1818.826,11.648,None,
S00367,Hybrid,2269.803,9.564,None,
S00368,Embed,15.909,4.922,None,
S00368,Reference,8286.456,51.012,None,
S00368,Hybrid,4775.478,41.597,None,
S00369,Embed,15.903,5.473,None,
S00369,Reference,123.157,1.243,None,
S00369,Hybrid,79.628,1.106,None,
S00370,Embed,20.723,5.58,None,
S00370,Reference,777.221,8.321,None,
S00370,Hybrid,913.779,7.86,None,
S00371,Embed,26.628,9.426,None,
S00371,Reference,5502.565,53.949,None,
S00371,Hybrid,3978.4,38.03,None,
S00372,Embed,12.532,4.247,None,
S00372,Reference,100.732,4.181,None,
S00372,Hybrid,76.12,4.102,None,
S00373,Embed,14.291,4.703,None,
S00373,Reference,953.897,45.887,None,
S00373,Hybrid,1059.425,34.962,None,
S00374,Embed,23.655,9.29,None,
S00374,Reference,5244.346,125.515,None,
S00374,Hybrid,5159.407,123.288,None,
S00375,Embed,6.132,1.627,None,
S00375,Reference,99.325,4.952,None,
S00375,Hybrid,104.057,3.131,None,
S00376,Embed,8.432,2.156,None,
S00376,Reference,1034.002,19.357,None,
S00376,Hybrid,694.562,37.789,None,
S00377,Embed,20.452,6.008,None,
S00377,Reference,4572.28,76.408,None,
S00377,Hybrid,5066.627,79.075,None,
S00378,Embed,14.52,5.034,None,
S00378,Reference,116.432,1.651,None,
S00378,Hybrid,98.583,3.644,None,
S00379,Embed,14.61,5.257,None,
S00379,Reference,934.917,30.832,None,
S00379,Hybrid,952.302,38.391,None,
S00380,Embed,29.857,9.3,None,
S00380,Reference,5026.741,141.545,None,
S00380,Hybrid,5600.413,250.254,None,
S00381,Embed,15.25,5.355,None,
S00381,Reference,105.712,4.738,None,
S00381,Hybrid,89.761,5.105,None,
S00382,Embed,13.92,5.004,None,
S00382,Reference,1060.453,38.88,None,
S00382,Hybrid,1317.539,29.914,None,
S00383,Embed,17.612,6.399,None,
S00383,Reference,4655.87,73.685,None,
S00383,Hybrid,5163.523,148.388,None,
S00384,Embed,2.009,0.628,None,
S00384,Reference,1.639,0.534,None,
S00384,Hybrid,2.422,0.697,None,
S00385,Embed,1.82,0.697,None,
S00385,Reference,14.23,4.568,None,
S00385,Hybrid,8.232,2.354,None,
S00386,Embed,1.623,0.527,None,
S00386,Reference,91.496,27.494,None,
S00386,Hybrid,58.715,18.573,None,
S00387,Embed,1.471,0.478,None,
S00387,Reference,1.603,0.53,None,
S00387,Hybrid,1.445,0.493,None,
S00388,Embed,1.374,0.442,None,
S00388,Reference,12.303,3.699,None,
S00388,Hybrid,7.408,2.184,None,
S00389,Embed,1.459,0.474,None,
S00389,Reference,67.502,20.072,None,
S00389,Hybrid,36.994,10.904,None,
S00390,Embed,1.908,0.612,None,
S00390,Reference,6.961,0.661,None,
S00390,Hybrid,4.371,0.508,None,
S00391,Embed,1.713,0.529,None,
S00391,Reference,17.059,4.037,None,
S00391,Hybrid,13.252,2.902,None,
S00392,Embed,3.126,0.809,None,
S00392,Reference,119.429,31.638,None,
S00392,Hybrid,63.079,16.416,None,
S00393,Embed,1.414,0.449,None,
S00393,Reference,6.286,0.829,None,
S00393,Hybrid,4.784,0.588,None,
S00394,Embed,1.851,0.594,None,
S00394,Reference,20.531,5.059,None,
S00394,Hybrid,15.863,3.428,None,
S00395,Embed,1.603,0.528,None,
S00395,Reference,87.788,25.012,None,
S00395,Hybrid,115.972,25.234,None,
S00396,Embed,3.421,1.288,None,
S00396,Reference,2.312,0.775,None,
S00396,Hybrid,2.748,1.047,None,
S00397,Embed,2.282,0.785,None,
S00397,Reference,14.068,4.277,None,
S00397,Hybrid,14.752,4.842,None,
S00398,Embed,1.769,0.523,None,
S00398,Reference,103.166,30.414,None,
S00398,Hybrid,120.888,31.583,None,
S00399,Embed,1.814,0.647,None,
S00399,Reference,1.813,0.632,None,
S00399,Hybrid,1.701,0.604,None,
S00400,Embed,1.446,0.462,None,
S00400,Reference,17.85,5.595,None,
S00400,Hybrid,18.891,6.043,None,
S00401,Embed,1.576,0.571,None,
S00401,Reference,67.066,19.995,None,
S00401,Hybrid,74.912,20.698,None,
S00402,Embed,2.386,0.585,None,
S00402,Reference,7.383,0.819,None,
S00402,Hybrid,5.706,0.848,None,
S00403,Embed,2.079,0.598,None,
S00403,Reference,17.817,4.258,None,
S00403,Hybrid,14.633,3.526,None,
S00404,Embed,1.682,0.519,None,
S00404,Reference,118.83,32.196,None,
S00404,Hybrid,105.652,29.02,None,
S00405,Embed,1.684,0.569,None,
S00405,Reference,7.445,0.86,None,
S00405,Hybrid,6.381,1.187,None,
S00406,Embed,2.109,0.753,None,
S00406,Reference,17.016,3.478,None,
S00406,Hybrid,15.249,3.638,None,
S00407,Embed,1.479,0.487,None,
S00407,Reference,80.823,21.626,None,
S00407,Hybrid,90.69,25.466,None,
S00408,Embed,2.536,0.995,None,
S00408,Reference,2.848,0.974,None,
S00408,Hybrid,1.638,0.529,None,
S00409,Embed,2.278,0.709,None,
S00409,Reference,20.066,5.66,None,
S00409,Hybrid,10.708,2.871,None,
S00410,Embed,2.476,0.712,None,
S00410,Reference,84.667,22.923,None,
S00410,Hybrid,41.892,10.864,None,
S00411,Embed,3.086,0.736,None,
S00411,Reference,2.448,0.672,None,
S00411,Hybrid,1.656,0.494,None,
S00412,Embed,1.39,0.463,None,
S00412,Reference,16.789,4.53,None,
S00412,Hybrid,17.027,4.208,None,
S00413,Embed,10.396,2.457,None,
S00413,Reference,117.606,30.431,None,
S00413,Hybrid,53.121,13.865,None,
S00414,Embed,1.521,0.473,None,
S00414,Reference,9.633,1.16,None,
S00414,Hybrid,6.127,0.863,None,
S00415,Embed,2.619,0.853,None,
S00415,Reference,20.109,4.4,None,
S00415,Hybrid,14.858,2.885,None,
S00416,Embed,1.551,0.507,None,
S00416,Reference,88.427,23.284,None,
S00416,Hybrid,63.445,16.056,None,
S00417,Embed,1.88,0.726,None,
S00417,Reference,6.172,0.908,None,
S00417,Hybrid,5.907,0.833,None,
S00418,Embed,1.863,0.569,None,
S00418,Reference,17.378,3.743,None,
S00418,Hybrid,10.47,2.187,None,
S00419,Embed,1.801,0.567,None,
S00419,Reference,79.842,19.645,None,
S00419,Hybrid,36.594,9.112,None,
S00420,Embed,1.663,0.525,None,
S00420,Reference,1.896,0.584,None,
S00420,Hybrid,1.896,0.615,None,
S00421,Embed,2.85,0.705,None,
S00421,Reference,16.066,4.436,None,
S00421,Hybrid,14.382,4.322,None,
S00422,Embed,2.192,0.657,None,
S00422,Reference,129.788,33.774,None,
S00422,Hybrid,67.463,18.569,None,
S00423,Embed,1.235,0.402,None,
S00423,Reference,1.844,0.565,None,
S00423,Hybrid,1.652,0.516,None,
S00424,Embed,1.415,0.448,None,
S00424,Reference,17.62,4.845,None,
S00424,Hybrid,11.444,3.173,None,
S00425,Embed,1.907,0.624,None,
S00425,Reference,67.982,18.298,None,
S00425,Hybrid,74.073,18.346,None,
S00426,Embed,4.043,1.007,None,
S00426,Reference,7.368,1.127,None,
S00426,Hybrid,5.012,0.88,None,
S00427,Embed,1.348,0.418,None,
S00427,Reference,23.802,5.435,None,
S00427,Hybrid,19.661,4.95,None,
S00428,Embed,1.658,0.564,None,
S00428,Reference,87.273,22.079,None,
S00428,Hybrid,79.341,20.503,None,
S00429,Embed,1.739,0.552,None,
S00429,Reference,7.312,0.717,None,
S00429,Hybrid,7.048,0.776,None,
S00430,Embed,1.611,0.504,None,
S00430,Reference,18.928,3.889,None,
S00430,Hybrid,13.742,3.395,None,
S00431,Embed,2.614,0.841,None,
S00431,Reference,114.758,29.347,None,
S00431,Hybrid,73.327,19.12,None,
S00432,Embed,1.114,0.357,None,
S00432,Reference,1.66,0.565,None,
S00432,Hybrid,1.648,0.556,None,
S00433,Embed,2.241,0.798,None,
S00433,Reference,16.612,5.434,None,
S00433,Hybrid,13.438,4.391,None,
S00434,Embed,1.986,0.67,None,
S00434,Reference,87.122,25.229,None,
S00434,Hybrid,101.71,22.52,None,
S00435,Embed,2.604,0.799,None,
S00435,Reference,2.445,0.775,None,
S00435,Hybrid,1.642,0.59,None,
S00436,Embed,3.102,1.115,None,
S00436,Reference,19.994,6.803,None,
S00436,Hybrid,5.509,1.663,None,
S00437,Embed,1.445,0.473,None,
S00437,Reference,56.637,16.85,None,
S00437,Hybrid,34.882,10.36,None,
S00438,Embed,1.987,0.519,None,
S00438,Reference,7.502,0.891,None,
S00438,Hybrid,5.652,0.54,None,
S00439,Embed,1.412,0.442,None,
S00439,Reference,19.738,4.634,None,
S00439,Hybrid,12.222,2.541,None,
S00440,Embed,2.403,0.64,None,
S00440,Reference,145.019,33.308,None,
S00440,Hybrid,56.415,15.583,None,
S00441,Embed,1.644,0.529,None,
S00441,Reference,6.213,0.795,None,
S00441,Hybrid,4.593,0.527,None,
S00442,Embed,1.984,0.563,None,
S00442,Reference,20.048,4.973,None,
S00442,Hybrid,10.544,2.168,None,
S00443,Embed,1.698,0.523,None,
S00443,Reference,70.593,20.65,None,
S00443,Hybrid,118.297,20.822,None,
S00444,Embed,1.742,0.549,None,
S00444,Reference,1.891,0.579,None,
S00444,Hybrid,2.493,0.758,None,
S00445,Embed,2.277,0.762,None,
S00445,Reference,20.652,6.594,None,
S00445,Hybrid,16.942,5.455,None,
S00446,Embed,1.809,0.548,None,
S00446,Reference,67.058,19.673,None,
S00446,Hybrid,66.95,20.77,None,
S00447,Embed,1.384,0.431,None,
S00447,Reference,1.528,0.488,None,
S00447,Hybrid,2.985,0.882,None,
S00448,Embed,1.436,0.482,None,
S00448,Reference,18.038,5.535,None,
S00448,Hybrid,12.546,3.883,None,
S00449,Embed,2.69,0.749,None,
S00449,Reference,101.081,28.802,None,
S00449,Hybrid,62.231,19.91,None,
S00450,Embed,1.428,0.457,None,
S00450,Reference,7.673,0.736,None,
S00450,Hybrid,5.832,0.665,None,
S00451,Embed,1.915,0.563,None,
S00451,Reference,18.584,4.241,None,
S00451,Hybrid,19.474,4.822,None,
S00452,Embed,1.976,0.626,None,
S00452,Reference,67.988,18.559,None,
S00452,Hybrid,98.498,23.578,None,
S00453,Embed,4.721,1.597,None,
S00453,Reference,7.594,0.924,None,
S00453,Hybrid,5.499,0.948,None,
S00454,Embed,1.824,0.653,None,
S00454,Reference,22.728,5.634,None,
S00454,Hybrid,18.897,4.993,None,
S00455,Embed,1.553,0.496,None,
S00455,Reference,63.122,16.766,None,
S00455,Hybrid,53.702,15.437,None,
S00456,Embed,1.551,0.51,None,
S00456,Reference,1.512,0.431,None,
S00456,Hybrid,1.303,0.435,None,
S00457,Embed,1.579,0.519,None,
S00457,Reference,12.644,3.442,None,
S00457,Hybrid,8.63,2.314,None,
S00458,Embed,1.45,0.469,None,
S00458,Reference,79.615,21.711,None,
S00458,Hybrid,43.047,11.615,None,
S00459,Embed,1.888,0.603,None,
S00459,Reference,2.136,0.676,None,
S00459,Hybrid,2.072,0.787,None,
S00460,Embed,2.162,0.687,None,
S00460,Reference,18.542,5.414,None,
S00460,Hybrid,9.074,2.397,None,
S00461,Embed,1.842,0.494,None,
S00461,Reference,71.803,18.948,None,
S00461,Hybrid,44.783,12.057,None,
S00462,Embed,1.923,0.549,None,
S00462,Reference,6.912,0.786,None,
S00462,Hybrid,6.789,0.699,None,
S00463,Embed,1.765,0.531,None,
S00463,Reference,18.655,4.219,None,
S00463,Hybrid,9.812,2.011,None,
S00464,Embed,2.101,0.636,None,
S00464,Reference,112.442,28.454,None,
S00464,Hybrid,54.358,14.425,None,
S00465,Embed,1.539,0.488,None,
S00465,Reference,7.211,0.804,None,
S00465,Hybrid,4.651,0.583,None,
S00466,Embed,1.575,0.479,None,
S00466,Reference,17.994,3.596,None,
S00466,Hybrid,11.018,2.197,None,
S00467,Embed,1.682,0.527,None,
S00467,Reference,70.919,19.42,None,
S00467,Hybrid,35.636,8.933,None,
S00468,Embed,1.686,0.519,None,
S00468,Reference,1.911,0.566,None,
S00468,Hybrid,1.703,0.543,None,
S00469,Embed,2.226,0.712,None,
