scenario_id,strategy,latency_ms,cpu_ms,error,
S00913,Hybrid,29.2,5.784,None,
S00914,Embed,81.716,14.348,None,
S00914,Reference,284.51,61.829,None,
S00914,Hybrid,59.158,14.083,None,
S00915,Embed,48.329,10.038,None,
S00915,Reference,4.776,1.126,None,
S00915,Hybrid,25.902,3.699,None,
S00916,Embed,94.489,17.469,None,
S00916,Reference,83.574,18.527,None,
S00916,Hybrid,35.965,7.263,None,
S00917,Embed,101.082,19.367,None,
S00917,Reference,392.501,79.058,None,
S00917,Hybrid,66.191,15.641,None,
S00918,Embed,96.463,16.862,None,
S00918,Reference,11.769,1.861,None,
S00918,Hybrid,26.968,4.348,None,
S00919,Embed,107.389,19.484,None,
S00919,Reference,44.867,7.769,None,
S00919,Hybrid,27.213,5.493,None,
S00920,Embed,102.992,19.072,None,
S00920,Reference,313.267,65.882,None,
S00920,Hybrid,90.951,18.989,None,
S00921,Embed,73.093,15.688,None,
S00921,Reference,14.907,2.125,None,
S00921,Hybrid,25.033,4.068,None,
S00922,Embed,89.299,16.185,None,
S00922,Reference,102.94,20.688,None,
S00922,Hybrid,45.464,9.601,None,
S00923,Embed,73.082,14.864,None,
S00923,Reference,280.268,60.776,None,
S00923,Hybrid,71.97,17.306,None,
S00924,Embed,81.163,14.624,None,
S00924,Reference,40.777,7.134,None,
S00924,Hybrid,8.363,1.809,None,
S00925,Embed,126.648,24.327,None,
S00925,Reference,262.219,51.996,None,
S00925,Hybrid,336.256,67.332,None,
S00926,Embed,89.582,16.165,None,
S00926,Reference,3109.782,615.878,None,
S00926,Hybrid,1379.748,274.712,None,
S00927,Embed,139.359,29.14,None,
S00927,Reference,25.125,5.551,None,
S00927,Hybrid,37.386,8.181,None,
S00928,Embed,80.191,16.892,None,
S00928,Reference,359.307,75.883,None,
S00928,Hybrid,156.774,34.383,None,
S00929,Embed,101.219,17.77,None,
S00929,Reference,2466.157,490.011,None,
S00929,Hybrid,798.514,159.811,None,
S00930,Embed,70.54,14.631,None,
S00930,Reference,23.873,4.481,None,
S00930,Hybrid,36.192,7.104,None,
S00931,Embed,63.002,12.584,None,
S00931,Reference,310.93,64.057,None,
S00931,Hybrid,140.646,28.712,None,
S00932,Embed,51.833,10.184,None,
S00932,Reference,2839.526,551.639,None,
S00932,Hybrid,1154.862,232.062,None,
S00933,Embed,27.155,5.099,None,
S00933,Reference,58.274,11.063,None,
S00933,Hybrid,72.982,14.027,None,
S00934,Embed,118.099,23.407,None,
S00934,Reference,416.812,77.559,None,
S00934,Hybrid,401.133,80.877,None,
S00935,Embed,71.629,14.699,None,
S00935,Reference,1882.051,370.545,None,
S00935,Hybrid,778.432,160.531,None,
S00936,Embed,95.117,18.886,None,
S00936,Reference,10.344,1.839,None,
S00936,Hybrid,17.017,3.026,None,
S00937,Embed,67.399,8.181,None,
S00937,Reference,78.014,13.381,None,
S00937,Hybrid,37.278,5.135,None,
S00938,Embed,76.469,14.845,None,
S00938,Reference,404.282,61.662,None,
S00938,Hybrid,124.812,14.607,None,
S00939,Embed,100.206,17.925,None,
S00939,Reference,21.87,2.644,None,
S00939,Hybrid,14.301,2.359,None,
S00940,Embed,77.664,14.335,None,
S00940,Reference,75.706,12.1,None,
S00940,Hybrid,46.429,6.731,None,
S00941,Embed,50.291,7.428,None,
S00941,Reference,432.598,75.236,None,
S00941,Hybrid,116.127,15.704,None,
S00942,Embed,112.744,19.781,None,
S00942,Reference,14.091,1.749,None,
S00942,Hybrid,17.646,2.547,None,
S00943,Embed,100.153,14.451,None,
S00943,Reference,118.514,15.923,None,
S00943,Hybrid,59.103,7.996,None,
S00944,Embed,81.573,13.2,None,
S00944,Reference,435.193,63.826,None,
S00944,Hybrid,139.098,17.645,None,
S00945,Embed,111.156,19.929,None,
S00945,Reference,17.072,1.7,None,
S00945,Hybrid,23.515,3.022,None,
S00946,Embed,116.368,19.409,None,
S00946,Reference,80.529,9.974,None,
S00946,Hybrid,45.101,5.575,None,
S00947,Embed,31.093,3.499,None,
S00947,Reference,400.902,56.007,None,
S00947,Hybrid,196.355,20.245,None,
S00948,Embed,101.873,15.867,None,
S00948,Reference,34.583,5.307,None,
S00948,Hybrid,39.68,7.869,None,
S00949,Embed,86.009,14.481,None,
S00949,Reference,442.073,85.855,None,
S00949,Hybrid,281.976,51.093,None,
S00950,Embed,114.361,17.396,None,
S00950,Reference,2271.67,425.326,None,
S00950,Hybrid,1429.525,270.431,None,
S00951,Embed,88.313,14.844,None,
S00951,Reference,35.789,6.642,None,
S00951,Hybrid,39.383,6.016,None,
S00952,Embed,135.704,20.689,None,
S00952,Reference,478.332,87.113,None,
S00952,Hybrid,251.038,48.94,None,
S00953,Embed,86.524,14.77,None,
S00953,Reference,2256.326,429.876,None,
S00953,Hybrid,363.051,51.713,None,
S00954,Embed,81.343,13.56,None,
S00954,Reference,57.583,8.482,None,
S00954,Hybrid,59.737,10.076,None,
S00955,Embed,64.074,10.46,None,
S00955,Reference,414.325,73.779,None,
S00955,Hybrid,201.387,35.4,None,
S00956,Embed,74.357,13.974,None,
S00956,Reference,785.521,131.642,None,
S00956,Hybrid,1384.497,270.084,None,
S00957,Embed,147.278,27.43,None,
S00957,Reference,56.996,10.668,None,
S00957,Hybrid,52.137,9.649,None,
S00958,Embed,153.171,30.054,None,
S00958,Reference,361.402,61.462,None,
S00958,Hybrid,390.88,71.307,None,
S00959,Embed,52.03,8.314,None,
S00959,Reference,1835.326,325.376,None,
S00959,Hybrid,1664.067,306.905,None,
S00960,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00960,Reference,63.631,9.683,None,
S00960,Hybrid,71.894,8.377,None,
S00961,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00961,Reference,340.248,63.139,None,
S00961,Hybrid,86.179,10.146,None,
S00962,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00962,Reference,1799.496,311.392,None,
S00962,Hybrid,195.87,19.679,None,
S00963,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00963,Reference,85.811,8.857,None,
S00963,Hybrid,50.933,6.645,None,
S00964,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00964,Reference,254.005,34.89,None,
S00964,Hybrid,95.418,11.446,None,
S00965,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00965,Reference,820.135,130.799,None,
S00965,Hybrid,342.734,27.444,None,
S00966,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00966,Reference,95.272,10.82,None,
S00966,Hybrid,None,None,ERROR: operation cancelled,
S00967,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00967,Reference,2106.806,171.826,None,
S00967,Hybrid,96.814,12.048,None,
S00968,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00968,Reference,4819.424,1209.869,None,
S00968,Hybrid,264.777,23.204,None,
S00969,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00969,Reference,65.003,5.936,None,
S00969,Hybrid,86.859,15.67,None,
S00970,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00970,Reference,344.519,54.114,None,
S00970,Hybrid,136.22,16.128,None,
S00971,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00971,Reference,1905.103,341.961,None,
S00971,Hybrid,225.755,23.879,None,
S00972,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00972,Reference,264.717,49.686,None,
S00972,Hybrid,375.267,75.592,None,
S00973,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00973,Reference,2821.257,591.212,None,
S00973,Hybrid,4121.82,878.324,None,
S00974,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00974,Reference,29514.933,6086.42,None,
S00974,Hybrid,19556.415,4175.098,None,
S00975,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00975,Reference,354.937,71.979,None,
S00975,Hybrid,347.853,71.241,None,
S00976,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00976,Reference,3983.275,836.388,None,
S00976,Hybrid,1575.103,323.995,None,
S00977,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00977,Reference,8522.974,1797.118,None,
S00977,Hybrid,10197.307,2157.379,None,
S00978,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00978,Reference,360.021,71.958,None,
S00978,Hybrid,356.273,70.497,None,
S00979,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00979,Reference,6607.619,1417.987,None,
S00979,Hybrid,4121.215,867.332,None,
S00980,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00980,Reference,16505.048,3543.087,None,
S00980,Hybrid,17573.197,3759.566,None,
S00981,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00981,Reference,341.68,62.047,None,
S00981,Hybrid,357.203,71.218,None,
S00982,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00982,Reference,2331.76,474.691,None,
S00982,Hybrid,3161.535,642.681,None,
S00983,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00983,Reference,14387.73,2950.892,None,
S00983,Hybrid,20555.749,4234.647,None,
S00984,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00984,Reference,1460.962,12.266,None,
S00984,Hybrid,1116.686,9.005,None,
S00985,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00985,Reference,1890.86,42.42,None,
S00985,Hybrid,935.783,10.044,None,
S00986,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00986,Reference,6365.385,380.543,None,
S00986,Hybrid,3304.868,31.067,None,
S00987,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00987,Reference,666.714,4.626,None,
S00987,Hybrid,387.035,8.516,None,
S00988,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00988,Reference,2675.01,44.729,None,
S00988,Hybrid,1115.225,12.348,None,
S00989,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00989,Reference,7454.614,405.554,None,
S00989,Hybrid,3176.984,34.842,None,
S00990,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00990,Reference,567.581,5.265,None,
S00990,Hybrid,219.806,9.827,None,
S00991,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00991,Reference,1485.787,41.01,None,
S00991,Hybrid,600.464,9.979,None,
S00992,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00992,Reference,4452.666,362.027,None,
S00992,Hybrid,2283.845,28.722,None,
S00993,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00993,Reference,338.366,4.76,None,
S00993,Hybrid,158.459,7.971,None,
S00994,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00994,Reference,1813.891,52.918,None,
S00994,Hybrid,934.841,9.664,None,
S00995,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00995,Reference,4726.638,525.919,None,
S00995,Hybrid,2311.878,29.92,None,
S00996,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00996,Reference,651.606,87.737,None,
S00996,Hybrid,1127.582,47.886,None,
S00997,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00997,Reference,3700.953,442.053,None,
S00997,Hybrid,5227.099,765.916,None,
S00998,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00998,Reference,21068.827,3161.918,None,
S00998,Hybrid,8018.331,1121.482,None,
S00999,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S00999,Reference,844.054,76.459,None,
S00999,Hybrid,582.224,57.107,None,
S01000,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S01000,Reference,3851.763,490.259,None,
S01000,Hybrid,4818.743,872.358,None,
S01001,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S01001,Reference,17896.328,2486.128,None,
S01001,Hybrid,11644.843,1641.895,None,
S01002,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S01002,Reference,447.097,48.023,None,
S01002,Hybrid,1090.919,87.992,None,
S01003,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S01003,Reference,4241.461,573.726,None,
S01003,Hybrid,2018.355,210.519,None,
S01004,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S01004,Reference,28038.182,4040.856,None,
S01004,Hybrid,13223.986,1822.736,None,
S01005,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S01005,Reference,1098.479,52.872,None,
S01005,Hybrid,696.789,103.952,None,
S01006,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S01006,Reference,4109.608,528.252,None,
S01006,Hybrid,5801.095,940.838,None,
S01007,Embed,None,None,ERROR: BSON document too large (65573916 bytes) - the con,
S01007,Reference,18022.092,2938.627,None,
S01007,Hybrid,13060.926,2149.66,None,
S01008,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01008,Reference,73.568,11.3,None,
S01008,Hybrid,30.534,5.452,None,
S01009,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01009,Reference,792.943,137.211,None,
S01009,Hybrid,157.945,12.363,None,
S01010,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01010,Reference,2132.03,379.653,None,
S01010,Hybrid,273.715,26.345,None,
S01011,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01011,Reference,39.774,3.309,None,
S01011,Hybrid,37.182,5.056,None,
S01012,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01012,Reference,619.808,111.364,None,
S01012,Hybrid,99.108,13.281,None,
S01013,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01013,Reference,1841.21,326.217,None,
S01013,Hybrid,275.84,26.82,None,
S01014,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01014,Reference,56.632,5.945,None,
S01014,Hybrid,55.193,6.35,None,
S01015,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01015,Reference,475.089,73.726,None,
S01015,Hybrid,86.664,12.706,None,
S01016,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01016,Reference,1744.959,285.442,None,
S01016,Hybrid,227.111,26.221,None,
S01017,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01017,Reference,62.607,7.799,None,
S01017,Hybrid,98.051,13.786,None,
S01018,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01018,Reference,709.255,131.393,None,
S01018,Hybrid,122.997,13.499,None,
S01019,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01019,Reference,2330.074,409.225,None,
S01019,Hybrid,275.817,26.816,None,
S01020,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01020,Reference,453.868,89.404,None,
S01020,Hybrid,226.974,35.836,None,
S01021,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01021,Reference,2135.84,385.26,None,
S01021,Hybrid,2490.365,459.962,None,
S01022,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01022,Reference,15597.174,3095.205,None,
S01022,Hybrid,17875.231,3260.794,None,
S01023,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01023,Reference,311.46,58.916,None,
S01023,Hybrid,557.142,95.165,None,
S01024,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01024,Reference,4195.539,702.181,None,
S01024,Hybrid,4964.614,893.201,None,
S01025,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01025,Reference,30654.236,5799.568,None,
S01025,Hybrid,16516.941,3215.618,None,
S01026,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01026,Reference,396.801,70.264,None,
S01026,Hybrid,316.133,60.499,None,
S01027,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01027,Reference,4181.869,821.682,None,
S01027,Hybrid,1715.17,324.499,None,
S01028,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01028,Reference,23639.963,4656.634,None,
S01028,Hybrid,26691.56,5267.464,None,
S01029,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01029,Reference,468.202,80.847,None,
S01029,Hybrid,391.178,70.435,None,
S01030,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01030,Reference,3056.73,579.963,None,
S01030,Hybrid,4969.783,951.311,None,
S01031,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01031,Reference,12320.832,2341.06,None,
S01031,Hybrid,15810.726,3188.282,None,
S01032,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01032,Reference,603.102,5.937,None,
S01032,Hybrid,286.46,8.184,None,
S01033,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01033,Reference,3136.048,66.165,None,
S01033,Hybrid,817.009,7.641,None,
S01034,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01034,Reference,8327.763,460.058,None,
S01034,Hybrid,3173.48,33.18,None,
S01035,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01035,Reference,859.118,9.755,None,
S01035,Hybrid,349.375,9.721,None,
S01036,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01036,Reference,1209.885,53.353,None,
S01036,Hybrid,946.945,14.579,None,
S01037,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01037,Reference,3233.492,297.244,None,
S01037,Hybrid,1815.152,26.324,None,
S01038,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01038,Reference,588.663,12.774,None,
S01038,Hybrid,241.098,5.115,None,
S01039,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01039,Reference,1295.522,128.294,None,
S01039,Hybrid,534.981,12.304,None,
S01040,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01040,Reference,4100.914,418.36,None,
S01040,Hybrid,1834.522,27.519,None,
S01041,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01041,Reference,375.544,5.675,None,
S01041,Hybrid,160.907,8.247,None,
S01042,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01042,Reference,1095.329,98.813,None,
S01042,Hybrid,581.84,15.396,None,
S01043,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01043,Reference,3626.222,316.381,None,
S01043,Hybrid,1646.74,24.611,None,
S01044,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01044,Reference,449.296,59.242,None,
S01044,Hybrid,763.002,112.097,None,
S01045,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01045,Reference,4503.481,607.962,None,
S01045,Hybrid,1858.352,232.179,None,
S01046,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01046,Reference,29340.006,4932.198,None,
S01046,Hybrid,16321.146,2791.63,None,
S01047,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01047,Reference,652.446,46.314,None,
S01047,Hybrid,360.019,49.323,None,
S01048,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01048,Reference,7264.276,1231.229,None,
S01048,Hybrid,4371.401,658.568,None,
S01049,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01049,Reference,20986.531,3415.054,None,
S01049,Hybrid,None,None,ERROR: operation cancelled,
S01050,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01050,Reference,347.166,34.873,None,
S01050,Hybrid,417.799,45.054,None,
S01051,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01051,Reference,4674.565,654.314,None,
S01051,Hybrid,3835.794,510.029,None,
S01052,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01052,Reference,12381.042,1705.73,None,
S01052,Hybrid,19390.058,3036.826,None,
S01053,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01053,Reference,1465.872,45.904,None,
S01053,Hybrid,336.026,45.146,None,
S01054,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01054,Reference,6062.854,999.3,None,
S01054,Hybrid,3778.966,511.714,None,
S01055,Embed,None,None,ERROR: BSON document too large (65589916 bytes) - the con,
S01055,Reference,27573.011,4431.265,None,
S01055,Hybrid,17304.089,2993.116,None,
S01056,Embed,None,None,ERROR: BSON document too large (327873916 bytes) - the co
S01056,Reference,1.516,0.592,None
S01056,Hybrid,191.96,39.46,None
S01057,Embed,None,None,ERROR: BSON document too large (327873916 bytes) - the co
S01057,Reference,1.147,0.374,None
S01057,Hybrid,182.421,37.377,None
S01058,Embed,None,None,ERROR: BSON document too large (327873916 bytes) - the co
S01058,Reference,3.07,0.599,None
S01058,Hybrid,187.509,38.896,None
S01059,Embed,None,None,ERROR: BSON document too large (327873916 bytes) - the co
S01059,Reference,1.651,0.424,None
S01059,Hybrid,189.918,38.543,None
S01060,Embed,None,None,ERROR: BSON document too large (327873916 bytes) - the co
S01060,Reference,1.256,0.406,None
S01060,Hybrid,203.437,38.737,None
S01061,Embed,None,None,ERROR: BSON document too large (327873916 bytes) - the co
S01061,Reference,1.539,0.405,None
S01061,Hybrid,190.48,37.844,None
S01062,Embed,None,None,ERROR: BSON document too large (327873916 bytes) - the co
S01062,Reference,2.111,0.63,None
S01062,Hybrid,209.407,35.576,None
S01063,Embed,None,None,ERROR: BSON document too large (>16MB)
S01063,Reference,1.475,0.423,None
S01063,Hybrid,190.598,34.011,None
S01064,Embed,None,None,ERROR: BSON document too large (>16MB)
S01064,Reference,1.361,0.488,None
S01064,Hybrid,192.032,38.554,None
S01065,Embed,None,None,ERROR: BSON document too large (>16MB)
S01065,Reference,1.1,0.383,None
S01065,Hybrid,199.918,39.087,None
S01066,Embed,None,None,ERROR: BSON document too large (>16MB)
S01066,Reference,2.201,0.419,None
S01066,Hybrid,188.99,37.538,None
S01067,Embed,None,None,ERROR: BSON document too large (>16MB)
S01067,Reference,1.001,0.355,None
S01067,Hybrid,183.672,37.545,None
S01068,Embed,None,None,ERROR: BSON document too large (>16MB)
S01068,Reference,1.038,0.346,None
S01068,Hybrid,190.155,37.877,None
S01069,Embed,None,None,ERROR: BSON document too large (>16MB)
S01069,Reference,0.999,0.353,None
S01069,Hybrid,189.474,37.866,None
S01070,Embed,None,None,ERROR: BSON document too large (>16MB)
S01070,Reference,1.262,0.489,None
S01070,Hybrid,205.228,39.538,None
S01071,Embed,None,None,ERROR: BSON document too large (>16MB)
S01071,Reference,0.995,0.355,None
S01071,Hybrid,177.036,36.611,None
S01072,Embed,None,None,ERROR: BSON document too large (>16MB)
S01072,Reference,1.158,0.385,None
S01072,Hybrid,174.896,38.419,None
S01073,Embed,None,None,ERROR: BSON document too large (>16MB)
S01073,Reference,2.269,0.908,None
S01073,Hybrid,184.235,38.852,None
S01074,Embed,None,None,ERROR: BSON document too large (>16MB)
S01074,Reference,1.714,0.467,None
S01074,Hybrid,180.174,38.054,None
S01075,Embed,None,None,ERROR: BSON document too large (>16MB)
S01075,Reference,1.407,0.428,None
S01075,Hybrid,204.382,34.575,None
S01076,Embed,None,None,ERROR: BSON document too large (>16MB)
S01076,Reference,1.499,0.43,None
S01076,Hybrid,186.183,38.122,None
S01077,Embed,None,None,ERROR: BSON document too large (>16MB)
S01077,Reference,1.265,0.383,None
S01077,Hybrid,222.364,42.789,None
S01078,Embed,None,None,ERROR: BSON document too large (>16MB)
S01078,Reference,1.236,0.361,None
S01078,Hybrid,192.341,34.127,None
S01079,Embed,None,None,ERROR: BSON document too large (>16MB)
S01079,Reference,4.392,0.678,None
S01079,Hybrid,201.946,31.691,None
S01080,Embed,None,None,ERROR: BSON document too large (>16MB)
S01080,Reference,4.816,1.093,None
S01080,Hybrid,181.536,39.859,None
S01081,Embed,None,None,ERROR: BSON document too large (>16MB)
S01081,Reference,1.229,0.362,None
S01081,Hybrid,203.205,42.166,None
S01082,Embed,None,None,ERROR: BSON document too large (>16MB)
S01082,Reference,3.08,1.097,None
S01082,Hybrid,198.111,36.59,None
S01083,Embed,None,None,ERROR: BSON document too large (>16MB)
S01083,Reference,2.147,0.547,None
S01083,Hybrid,176.734,39.805,None
S01084,Embed,None,None,ERROR: BSON document too large (>16MB)
S01084,Reference,1.546,0.462,None
S01084,Hybrid,264.067,53.241,None
S01085,Embed,None,None,ERROR: BSON document too large (>16MB)
S01085,Reference,1.781,0.691,None
S01085,Hybrid,176.381,38.133,None
S01086,Embed,None,None,ERROR: BSON document too large (>16MB)
S01086,Reference,1.568,0.375,None
S01086,Hybrid,182.472,35.666,None
S01087,Embed,None,None,ERROR: BSON document too large (>16MB)
S01087,Reference,2.299,0.678,None
S01087,Hybrid,172.264,41.81,None
S01088,Embed,None,None,ERROR: BSON document too large (>16MB)
S01088,Reference,7.034,1.201,None
S01088,Hybrid,170.284,38.019,None
S01089,Embed,None,None,ERROR: BSON document too large (>16MB)
S01089,Reference,1.552,0.517,None
S01089,Hybrid,275.975,48.27,None
S01090,Embed,None,None,ERROR: BSON document too large (>16MB)
S01090,Reference,1.906,0.607,None
S01090,Hybrid,219.624,39.719,None
S01091,Embed,None,None,ERROR: BSON document too large (>16MB)
S01091,Reference,1.477,0.439,None
S01091,Hybrid,187.836,42.142,None
S01092,Embed,None,None,ERROR: BSON document too large (>16MB)
S01092,Reference,3.345,0.774,None
S01092,Hybrid,227.786,39.467,None
S01093,Embed,None,None,ERROR: BSON document too large (>16MB)
S01093,Reference,1.356,0.41,None
S01093,Hybrid,328.696,56.19,None
S01094,Embed,None,None,ERROR: BSON document too large (>16MB)
S01094,Reference,3.974,0.534,None
S01094,Hybrid,182.794,37.485,None
S01095,Embed,None,None,ERROR: BSON document too large (>16MB)
S01095,Reference,1.752,0.428,None
S01095,Hybrid,213.7,50.082,None
S01096,Embed,None,None,ERROR: BSON document too large (>16MB)
S01096,Reference,1.455,0.557,None
S01096,Hybrid,174.066,37.622,None
S01097,Embed,None,None,ERROR: BSON document too large (>16MB)
S01097,Reference,1.609,0.578,None
S01097,Hybrid,264.611,52.601,None
S01098,Embed,None,None,ERROR: BSON document too large (>16MB)
S01098,Reference,1.902,0.807,None
S01098,Hybrid,171.587,39.186,None
S01099,Embed,None,None,ERROR: BSON document too large (>16MB)
S01099,Reference,4.152,0.754,None
S01099,Hybrid,255.22,42.993,None
S01100,Embed,None,None,ERROR: BSON document too large (>16MB)
S01100,Reference,1.205,0.38,None
S01100,Hybrid,193.674,35.663,None
S01101,Embed,None,None,ERROR: BSON document too large (>16MB)
S01101,Reference,2.0,0.815,None
S01101,Hybrid,165.273,34.597,None
S01102,Embed,None,None,ERROR: BSON document too large (>16MB)
S01102,Reference,1.141,0.392,None
S01102,Hybrid,204.853,39.061,None
S01103,Embed,None,None,ERROR: BSON document too large (>16MB)
S01103,Reference,3.246,0.411,None
S01103,Hybrid,211.77,37.786,None
S01104,Embed,None,None,ERROR: BSON document too large (>16MB)
S01104,Reference,1.944,0.636,None
S01104,Hybrid,171.748,38.826,None
S01105,Embed,None,None,ERROR: BSON document too large (>16MB)
S01105,Reference,1.781,0.614,None
S01105,Hybrid,245.609,43.782,None
S01106,Embed,None,None,ERROR: BSON document too large (>16MB)
S01106,Reference,2.449,0.371,None
S01106,Hybrid,197.679,33.873,None
S01107,Embed,None,None,ERROR: BSON document too large (>16MB)
S01107,Reference,2.363,1.013,None
S01107,Hybrid,206.085,41.5,None
S01108,Embed,None,None,ERROR: BSON document too large (>16MB)
S01108,Reference,3.328,0.957,None
S01108,Hybrid,181.711,40.981,None
S01109,Embed,None,None,ERROR: BSON document too large (>16MB)
