scenario_id,read_ratio,payload_size_b,cardinality,nested_depth,working_set_ratio,query_selectivity,consistency_penalty_ms,index_coverage,join_fan_out
S02381,0.9,128,10,3,0.9,0.05,0,full,50
S02382,0.9,128,10,3,0.9,0.05,5,none,1
S02383,0.9,128,10,3,0.9,0.05,5,none,10
S02384,0.9,128,10,3,0.9,0.05,5,none,50
S02385,0.9,128,10,3,0.9,0.05,5,full,1
S02386,0.9,128,10,3,0.9,0.05,5,full,10
S02387,0.9,128,10,3,0.9,0.05,5,full,50
S02388,0.9,128,10,3,0.9,0.5,0,none,1
S02389,0.9,128,10,3,0.9,0.5,0,none,10
S02390,0.9,128,10,3,0.9,0.5,0,none,50
S02391,0.9,128,10,3,0.9,0.5,0,full,1
S02392,0.9,128,10,3,0.9,0.5,0,full,10
S02393,0.9,128,10,3,0.9,0.5,0,full,50
S02394,0.9,128,10,3,0.9,0.5,5,none,1
S02395,0.9,128,10,3,0.9,0.5,5,none,10
S02396,0.9,128,10,3,0.9,0.5,5,none,50
S02397,0.9,128,10,3,0.9,0.5,5,full,1
S02398,0.9,128,10,3,0.9,0.5,5,full,10
S02399,0.9,128,10,3,0.9,0.5,5,full,50
S02400,0.9,128,100,1,0.1,0.05,0,none,1
S02401,0.9,128,100,1,0.1,0.05,0,none,10
S02402,0.9,128,100,1,0.1,0.05,0,none,50
S02403,0.9,128,100,1,0.1,0.05,0,full,1
S02404,0.9,128,100,1,0.1,0.05,0,full,10
S02405,0.9,128,100,1,0.1,0.05,0,full,50
S02406,0.9,128,100,1,0.1,0.05,5,none,1
S02407,0.9,128,100,1,0.1,0.05,5,none,10
S02408,0.9,128,100,1,0.1,0.05,5,none,50
S02409,0.9,128,100,1,0.1,0.05,5,full,1
S02410,0.9,128,100,1,0.1,0.05,5,full,10
S02411,0.9,128,100,1,0.1,0.05,5,full,50
S02412,0.9,128,100,1,0.1,0.5,0,none,1
S02413,0.9,128,100,1,0.1,0.5,0,none,10
S02414,0.9,128,100,1,0.1,0.5,0,none,50
S02415,0.9,128,100,1,0.1,0.5,0,full,1
S02416,0.9,128,100,1,0.1,0.5,0,full,10
S02417,0.9,128,100,1,0.1,0.5,0,full,50
S02418,0.9,128,100,1,0.1,0.5,5,none,1
S02419,0.9,128,100,1,0.1,0.5,5,none,10
S02420,0.9,128,100,1,0.1,0.5,5,none,50
S02421,0.9,128,100,1,0.1,0.5,5,full,1
S02422,0.9,128,100,1,0.1,0.5,5,full,10
S02423,0.9,128,100,1,0.1,0.5,5,full,50
S02424,0.9,128,100,1,0.9,0.05,0,none,1
S02425,0.9,128,100,1,0.9,0.05,0,none,10
S02426,0.9,128,100,1,0.9,0.05,0,none,50
S02427,0.9,128,100,1,0.9,0.05,0,full,1
S02428,0.9,128,100,1,0.9,0.05,0,full,10
S02429,0.9,128,100,1,0.9,0.05,0,full,50
S02430,0.9,128,100,1,0.9,0.05,5,none,1
S02431,0.9,128,100,1,0.9,0.05,5,none,10
S02432,0.9,128,100,1,0.9,0.05,5,none,50
S02433,0.9,128,100,1,0.9,0.05,5,full,1
S02434,0.9,128,100,1,0.9,0.05,5,full,10
S02435,0.9,128,100,1,0.9,0.05,5,full,50
S02436,0.9,128,100,1,0.9,0.5,0,none,1
S02437,0.9,128,100,1,0.9,0.5,0,none,10
S02438,0.9,128,100,1,0.9,0.5,0,none,50
S02439,0.9,128,100,1,0.9,0.5,0,full,1
S02440,0.9,128,100,1,0.9,0.5,0,full,10
S02441,0.9,128,100,1,0.9,0.5,0,full,50
S02442,0.9,128,100,1,0.9,0.5,5,none,1
S02443,0.9,128,100,1,0.9,0.5,5,none,10
S02444,0.9,128,100,1,0.9,0.5,5,none,50
S02445,0.9,128,100,1,0.9,0.5,5,full,1
S02446,0.9,128,100,1,0.9,0.5,5,full,10
S02447,0.9,128,100,1,0.9,0.5,5,full,50
S02448,0.9,128,100,3,0.1,0.05,0,none,1
S02449,0.9,128,100,3,0.1,0.05,0,none,10
S02450,0.9,128,100,3,0.1,0.05,0,none,50
S02451,0.9,128,100,3,0.1,0.05,0,full,1
S02452,0.9,128,100,3,0.1,0.05,0,full,10
S02453,0.9,128,100,3,0.1,0.05,0,full,50
S02454,0.9,128,100,3,0.1,0.05,5,none,1
S02455,0.9,128,100,3,0.1,0.05,5,none,10
S02456,0.9,128,100,3,0.1,0.05,5,none,50
S02457,0.9,128,100,3,0.1,0.05,5,full,1
S02458,0.9,128,100,3,0.1,0.05,5,full,10
S02459,0.9,128,100,3,0.1,0.05,5,full,50
S02460,0.9,128,100,3,0.1,0.5,0,none,1
S02461,0.9,128,100,3,0.1,0.5,0,none,10
S02462,0.9,128,100,3,0.1,0.5,0,none,50
S02463,0.9,128,100,3,0.1,0.5,0,full,1
S02464,0.9,128,100,3,0.1,0.5,0,full,10
S02465,0.9,128,100,3,0.1,0.5,0,full,50
S02466,0.9,128,100,3,0.1,0.5,5,none,1
S02467,0.9,128,100,3,0.1,0.5,5,none,10
S02468,0.9,128,100,3,0.1,0.5,5,none,50
S02469,0.9,128,100,3,0.1,0.5,5,full,1
S02470,0.9,128,100,3,0.1,0.5,5,full,10
S02471,0.9,128,100,3,0.1,0.5,5,full,50
S02472,0.9,128,100,3,0.9,0.05,0,none,1
S02473,0.9,128,100,3,0.9,0.05,0,none,10
S02474,0.9,128,100,3,0.9,0.05,0,none,50
S02475,0.9,128,100,3,0.9,0.05,0,full,1
S02476,0.9,128,100,3,0.9,0.05,0,full,10
S02477,0.9,128,100,3,0.9,0.05,0,full,50
S02478,0.9,128,100,3,0.9,0.05,5,none,1
S02479,0.9,128,100,3,0.9,0.05,5,none,10
S02480,0.9,128,100,3,0.9,0.05,5,none,50
S02481,0.9,128,100,3,0.9,0.05,5,full,1
S02482,0.9,128,100,3,0.9,0.05,5,full,10
S02483,0.9,128,100,3,0.9,0.05,5,full,50
S02484,0.9,128,100,3,0.9,0.5,0,none,1
S02485,0.9,128,100,3,0.9,0.5,0,none,10
S02486,0.9,128,100,3,0.9,0.5,0,none,50
S02487,0.9,128,100,3,0.9,0.5,0,full,1
S02488,0.9,128,100,3,0.9,0.5,0,full,10
S02489,0.9,128,100,3,0.9,0.5,0,full,50
S02490,0.9,128,100,3,0.9,0.5,5,none,1
S02491,0.9,128,100,3,0.9,0.5,5,none,10
S02492,0.9,128,100,3,0.9,0.5,5,none,50
S02493,0.9,128,100,3,0.9,0.5,5,full,1
S02494,0.9,128,100,3,0.9,0.5,5,full,10
S02495,0.9,128,100,3,0.9,0.5,5,full,50
S02496,0.9,128,1000,1,0.1,0.05,0,none,1
S02497,0.9,128,1000,1,0.1,0.05,0,none,10
S02498,0.9,128,1000,1,0.1,0.05,0,none,50
S02499,0.9,128,1000,1,0.1,0.05,0,full,1
S02500,0.9,128,1000,1,0.1,0.05,0,full,10
S02501,0.9,128,1000,1,0.1,0.05,0,full,50
S02502,0.9,128,1000,1,0.1,0.05,5,none,1
S02503,0.9,128,1000,1,0.1,0.05,5,none,10
S02504,0.9,128,1000,1,0.1,0.05,5,none,50
S02505,0.9,128,1000,1,0.1,0.05,5,full,1
S02506,0.9,128,1000,1,0.1,0.05,5,full,10
S02507,0.9,128,1000,1,0.1,0.05,5,full,50
S02508,0.9,128,1000,1,0.1,0.5,0,none,1
S02509,0.9,128,1000,1,0.1,0.5,0,none,10
S02510,0.9,128,1000,1,0.1,0.5,0,none,50
S02511,0.9,128,1000,1,0.1,0.5,0,full,1
S02512,0.9,128,1000,1,0.1,0.5,0,full,10
S02513,0.9,128,1000,1,0.1,0.5,0,full,50
S02514,0.9,128,1000,1,0.1,0.5,5,none,1
S02515,0.9,128,1000,1,0.1,0.5,5,none,10
S02516,0.9,128,1000,1,0.1,0.5,5,none,50
S02517,0.9,128,1000,1,0.1,0.5,5,full,1
S02518,0.9,128,1000,1,0.1,0.5,5,full,10
S02519,0.9,128,1000,1,0.1,0.5,5,full,50
S02520,0.9,128,1000,1,0.9,0.05,0,none,1
S02521,0.9,128,1000,1,0.9,0.05,0,none,10
S02522,0.9,128,1000,1,0.9,0.05,0,none,50
S02523,0.9,128,1000,1,0.9,0.05,0,full,1
S02524,0.9,128,1000,1,0.9,0.05,0,full,10
S02525,0.9,128,1000,1,0.9,0.05,0,full,50
S02526,0.9,128,1000,1,0.9,0.05,5,none,1
S02527,0.9,128,1000,1,0.9,0.05,5,none,10
S02528,0.9,128,1000,1,0.9,0.05,5,none,50
S02529,0.9,128,1000,1,0.9,0.05,5,full,1
S02530,0.9,128,1000,1,0.9,0.05,5,full,10
S02531,0.9,128,1000,1,0.9,0.05,5,full,50
S02532,0.9,128,1000,1,0.9,0.5,0,none,1
S02533,0.9,128,1000,1,0.9,0.5,0,none,10
S02534,0.9,128,1000,1,0.9,0.5,0,none,50
S02535,0.9,128,1000,1,0.9,0.5,0,full,1
S02536,0.9,128,1000,1,0.9,0.5,0,full,10
S02537,0.9,128,1000,1,0.9,0.5,0,full,50
S02538,0.9,128,1000,1,0.9,0.5,5,none,1
S02539,0.9,128,1000,1,0.9,0.5,5,none,10
S02540,0.9,128,1000,1,0.9,0.5,5,none,50
S02541,0.9,128,1000,1,0.9,0.5,5,full,1
S02542,0.9,128,1000,1,0.9,0.5,5,full,10
S02543,0.9,128,1000,1,0.9,0.5,5,full,50
S02544,0.9,128,1000,3,0.1,0.05,0,none,1
S02545,0.9,128,1000,3,0.1,0.05,0,none,10
S02546,0.9,128,1000,3,0.1,0.05,0,none,50
S02547,0.9,128,1000,3,0.1,0.05,0,full,1
S02548,0.9,128,1000,3,0.1,0.05,0,full,10
S02549,0.9,128,1000,3,0.1,0.05,0,full,50
S02550,0.9,128,1000,3,0.1,0.05,5,none,1
S02551,0.9,128,1000,3,0.1,0.05,5,none,10
S02552,0.9,128,1000,3,0.1,0.05,5,none,50
S02553,0.9,128,1000,3,0.1,0.05,5,full,1
S02554,0.9,128,1000,3,0.1,0.05,5,full,10
S02555,0.9,128,1000,3,0.1,0.05,5,full,50
S02556,0.9,128,1000,3,0.1,0.5,0,none,1
S02557,0.9,128,1000,3,0.1,0.5,0,none,10
S02558,0.9,128,1000,3,0.1,0.5,0,none,50
S02559,0.9,128,1000,3,0.1,0.5,0,full,1
S02560,0.9,128,1000,3,0.1,0.5,0,full,10
S02561,0.9,128,1000,3,0.1,0.5,0,full,50
S02562,0.9,128,1000,3,0.1,0.5,5,none,1
S02563,0.9,128,1000,3,0.1,0.5,5,none,10
S02564,0.9,128,1000,3,0.1,0.5,5,none,50
S02565,0.9,128,1000,3,0.1,0.5,5,full,1
S02566,0.9,128,1000,3,0.1,0.5,5,full,10
S02567,0.9,128,1000,3,0.1,0.5,5,full,50
S02568,0.9,128,1000,3,0.9,0.05,0,none,1
S02569,0.9,128,1000,3,0.9,0.05,0,none,10
S02570,0.9,128,1000,3,0.9,0.05,0,none,50
S02571,0.9,128,1000,3,0.9,0.05,0,full,1
S02572,0.9,128,1000,3,0.9,0.05,0,full,10
S02573,0.9,128,1000,3,0.9,0.05,0,full,50
S02574,0.9,128,1000,3,0.9,0.05,5,none,1
S02575,0.9,128,1000,3,0.9,0.05,5,none,10
S02576,0.9,128,1000,3,0.9,0.05,5,none,50
S02577,0.9,128,1000,3,0.9,0.05,5,full,1
S02578,0.9,128,1000,3,0.9,0.05,5,full,10
S02579,0.9,128,1000,3,0.9,0.05,5,full,50
S02580,0.9,128,1000,3,0.9,0.5,0,none,1
S02581,0.9,128,1000,3,0.9,0.5,0,none,10
S02582,0.9,128,1000,3,0.9,0.5,0,none,50
S02583,0.9,128,1000,3,0.9,0.5,0,full,1
S02584,0.9,128,1000,3,0.9,0.5,0,full,10
S02585,0.9,128,1000,3,0.9,0.5,0,full,50
S02586,0.9,128,1000,3,0.9,0.5,5,none,1
S02587,0.9,128,1000,3,0.9,0.5,5,none,10
S02588,0.9,128,1000,3,0.9,0.5,5,none,50
S02589,0.9,128,1000,3,0.9,0.5,5,full,1
S02590,0.9,128,1000,3,0.9,0.5,5,full,10
S02591,0.9,128,1000,3,0.9,0.5,5,full,50
S02592,0.9,128,5000,1,0.1,0.05,0,none,1
S02593,0.9,128,5000,1,0.1,0.05,0,none,10
S02594,0.9,128,5000,1,0.1,0.05,0,none,50
S02595,0.9,128,5000,1,0.1,0.05,0,full,1
S02596,0.9,128,5000,1,0.1,0.05,0,full,10
S02597,0.9,128,5000,1,0.1,0.05,0,full,50
S02598,0.9,128,5000,1,0.1,0.05,5,none,1
S02599,0.9,128,5000,1,0.1,0.05,5,none,10
S02600,0.9,128,5000,1,0.1,0.05,5,none,50
S02601,0.9,128,5000,1,0.1,0.05,5,full,1
S02602,0.9,128,5000,1,0.1,0.05,5,full,10
S02603,0.9,128,5000,1,0.1,0.05,5,full,50
S02604,0.9,128,5000,1,0.1,0.5,0,none,1
S02605,0.9,128,5000,1,0.1,0.5,0,none,10
S02606,0.9,128,5000,1,0.1,0.5,0,none,50
S02607,0.9,128,5000,1,0.1,0.5,0,full,1
S02608,0.9,128,5000,1,0.1,0.5,0,full,10
S02609,0.9,128,5000,1,0.1,0.5,0,full,50
S02610,0.9,128,5000,1,0.1,0.5,5,none,1
S02611,0.9,128,5000,1,0.1,0.5,5,none,10
S02612,0.9,128,5000,1,0.1,0.5,5,none,50
S02613,0.9,128,5000,1,0.1,0.5,5,full,1
S02614,0.9,128,5000,1,0.1,0.5,5,full,10
S02615,0.9,128,5000,1,0.1,0.5,5,full,50
S02616,0.9,128,5000,1,0.9,0.05,0,none,1
S02617,0.9,128,5000,1,0.9,0.05,0,none,10
S02618,0.9,128,5000,1,0.9,0.05,0,none,50
S02619,0.9,128,5000,1,0.9,0.05,0,full,1
S02620,0.9,128,5000,1,0.9,0.05,0,full,10
S02621,0.9,128,5000,1,0.9,0.05,0,full,50
S02622,0.9,128,5000,1,0.9,0.05,5,none,1
S02623,0.9,128,5000,1,0.9,0.05,5,none,10
S02624,0.9,128,5000,1,0.9,0.05,5,none,50
S02625,0.9,128,5000,1,0.9,0.05,5,full,1
S02626,0.9,128,5000,1,0.9,0.05,5,full,10
S02627,0.9,128,5000,1,0.9,0.05,5,full,50
S02628,0.9,128,5000,1,0.9,0.5,0,none,1
S02629,0.9,128,5000,1,0.9,0.5,0,none,10
S02630,0.9,128,5000,1,0.9,0.5,0,none,50
S02631,0.9,128,5000,1,0.9,0.5,0,full,1
S02632,0.9,128,5000,1,0.9,0.5,0,full,10
S02633,0.9,128,5000,1,0.9,0.5,0,full,50
S02634,0.9,128,5000,1,0.9,0.5,5,none,1
S02635,0.9,128,5000,1,0.9,0.5,5,none,10
S02636,0.9,128,5000,1,0.9,0.5,5,none,50
S02637,0.9,128,5000,1,0.9,0.5,5,full,1
S02638,0.9,128,5000,1,0.9,0.5,5,full,10
S02639,0.9,128,5000,1,0.9,0.5,5,full,50
S02640,0.9,128,5000,3,0.1,0.05,0,none,1
S02641,0.9,128,5000,3,0.1,0.05,0,none,10
S02642,0.9,128,5000,3,0.1,0.05,0,none,50
S02643,0.9,128,5000,3,0.1,0.05,0,full,1
S02644,0.9,128,5000,3,0.1,0.05,0,full,10
S02645,0.9,128,5000,3,0.1,0.05,0,full,50
S02646,0.9,128,5000,3,0.1,0.05,5,none,1
S02647,0.9,128,5000,3,0.1,0.05,5,none,10
S02648,0.9,128,5000,3,0.1,0.05,5,none,50
S02649,0.9,128,5000,3,0.1,0.05,5,full,1
S02650,0.9,128,5000,3,0.1,0.05,5,full,10
S02651,0.9,128,5000,3,0.1,0.05,5,full,50
S02652,0.9,128,5000,3,0.1,0.5,0,none,1
S02653,0.9,128,5000,3,0.1,0.5,0,none,10
S02654,0.9,128,5000,3,0.1,0.5,0,none,50
S02655,0.9,128,5000,3,0.1,0.5,0,full,1
S02656,0.9,128,5000,3,0.1,0.5,0,full,10
S02657,0.9,128,5000,3,0.1,0.5,0,full,50
S02658,0.9,128,5000,3,0.1,0.5,5,none,1
S02659,0.9,128,5000,3,0.1,0.5,5,none,10
S02660,0.9,128,5000,3,0.1,0.5,5,none,50
S02661,0.9,128,5000,3,0.1,0.5,5,full,1
S02662,0.9,128,5000,3,0.1,0.5,5,full,10
S02663,0.9,128,5000,3,0.1,0.5,5,full,50
S02664,0.9,128,5000,3,0.9,0.05,0,none,1
S02665,0.9,128,5000,3,0.9,0.05,0,none,10
S02666,0.9,128,5000,3,0.9,0.05,0,none,50
S02667,0.9,128,5000,3,0.9,0.05,0,full,1
S02668,0.9,128,5000,3,0.9,0.05,0,full,10
S02669,0.9,128,5000,3,0.9,0.05,0,full,50
S02670,0.9,128,5000,3,0.9,0.05,5,none,1
S02671,0.9,128,5000,3,0.9,0.05,5,none,10
S02672,0.9,128,5000,3,0.9,0.05,5,none,50
S02673,0.9,128,5000,3,0.9,0.05,5,full,1
S02674,0.9,128,5000,3,0.9,0.05,5,full,10
S02675,0.9,128,5000,3,0.9,0.05,5,full,50
S02676,0.9,128,5000,3,0.9,0.5,0,none,1
S02677,0.9,128,5000,3,0.9,0.5,0,none,10
S02678,0.9,128,5000,3,0.9,0.5,0,none,50
S02679,0.9,128,5000,3,0.9,0.5,0,full,1
S02680,0.9,128,5000,3,0.9,0.5,0,full,10
S02681,0.9,128,5000,3,0.9,0.5,0,full,50
S02682,0.9,128,5000,3,0.9,0.5,5,none,1
S02683,0.9,128,5000,3,0.9,0.5,5,none,10
S02684,0.9,128,5000,3,0.9,0.5,5,none,50
S02685,0.9,128,5000,3,0.9,0.5,5,full,1
S02686,0.9,128,5000,3,0.9,0.5,5,full,10
S02687,0.9,128,5000,3,0.9,0.5,5,full,50
S02688,0.9,4096,10,1,0.1,0.05,0,none,1
S02689,0.9,4096,10,1,0.1,0.05,0,none,10
S02690,0.9,4096,10,1,0.1,0.05,0,none,50
S02691,0.9,4096,10,1,0.1,0.05,0,full,1
S02692,0.9,4096,10,1,0.1,0.05,0,full,10
S02693,0.9,4096,10,1,0.1,0.05,0,full,50
S02694,0.9,4096,10,1,0.1,0.05,5,none,1
S02695,0.9,4096,10,1,0.1,0.05,5,none,10
S02696,0.9,4096,10,1,0.1,0.05,5,none,50
S02697,0.9,4096,10,1,0.1,0.05,5,full,1
S02698,0.9,4096,10,1,0.1,0.05,5,full,10
S02699,0.9,4096,10,1,0.1,0.05,5,full,50
S02700,0.9,4096,10,1,0.1,0.5,0,none,1
S02701,0.9,4096,10,1,0.1,0.5,0,none,10
S02702,0.9,4096,10,1,0.1,0.5,0,none,50
S02703,0.9,4096,10,1,0.1,0.5,0,full,1
S02704,0.9,4096,10,1,0.1,0.5,0,full,10
S02705,0.9,4096,10,1,0.1,0.5,0,full,50
S02706,0.9,4096,10,1,0.1,0.5,5,none,1
S02707,0.9,4096,10,1,0.1,0.5,5,none,10
S02708,0.9,4096,10,1,0.1,0.5,5,none,50
S02709,0.9,4096,10,1,0.1,0.5,5,full,1
S02710,0.9,4096,10,1,0.1,0.5,5,full,10
S02711,0.9,4096,10,1,0.1,0.5,5,full,50
S02712,0.9,4096,10,1,0.9,0.05,0,none,1
S02713,0.9,4096,10,1,0.9,0.05,0,none,10
S02714,0.9,4096,10,1,0.9,0.05,0,none,50
S02715,0.9,4096,10,1,0.9,0.05,0,full,1
S02716,0.9,4096,10,1,0.9,0.05,0,full,10
S02717,0.9,4096,10,1,0.9,0.05,0,full,50
S02718,0.9,4096,10,1,0.9,0.05,5,none,1
S02719,0.9,4096,10,1,0.9,0.05,5,none,10
S02720,0.9,4096,10,1,0.9,0.05,5,none,50
S02721,0.9,4096,10,1,0.9,0.05,5,full,1
S02722,0.9,4096,10,1,0.9,0.05,5,full,10
S02723,0.9,4096,10,1,0.9,0.05,5,full,50
S02724,0.9,4096,10,1,0.9,0.5,0,none,1
S02725,0.9,4096,10,1,0.9,0.5,0,none,10
S02726,0.9,4096,10,1,0.9,0.5,0,none,50
S02727,0.9,4096,10,1,0.9,0.5,0,full,1
S02728,0.9,4096,10,1,0.9,0.5,0,full,10
S02729,0.9,4096,10,1,0.9,0.5,0,full,50
S02730,0.9,4096,10,1,0.9,0.5,5,none,1
S02731,0.9,4096,10,1,0.9,0.5,5,none,10
S02732,0.9,4096,10,1,0.9,0.5,5,none,50
S02733,0.9,4096,10,1,0.9,0.5,5,full,1
S02734,0.9,4096,10,1,0.9,0.5,5,full,10
S02735,0.9,4096,10,1,0.9,0.5,5,full,50
S02736,0.9,4096,10,3,0.1,0.05,0,none,1
S02737,0.9,4096,10,3,0.1,0.05,0,none,10
S02738,0.9,4096,10,3,0.1,0.05,0,none,50
S02739,0.9,4096,10,3,0.1,0.05,0,full,1
S02740,0.9,4096,10,3,0.1,0.05,0,full,10
S02741,0.9,4096,10,3,0.1,0.05,0,full,50
S02742,0.9,4096,10,3,0.1,0.05,5,none,1
S02743,0.9,4096,10,3,0.1,0.05,5,none,10
S02744,0.9,4096,10,3,0.1,0.05,5,none,50
S02745,0.9,4096,10,3,0.1,0.05,5,full,1
S02746,0.9,4096,10,3,0.1,0.05,5,full,10
S02747,0.9,4096,10,3,0.1,0.05,5,full,50
S02748,0.9,4096,10,3,0.1,0.5,0,none,1
S02749,0.9,4096,10,3,0.1,0.5,0,none,10
S02750,0.9,4096,10,3,0.1,0.5,0,none,50
S02751,0.9,4096,10,3,0.1,0.5,0,full,1
S02752,0.9,4096,10,3,0.1,0.5,0,full,10
S02753,0.9,4096,10,3,0.1,0.5,0,full,50
S02754,0.9,4096,10,3,0.1,0.5,5,none,1
S02755,0.9,4096,10,3,0.1,0.5,5,none,10
S02756,0.9,4096,10,3,0.1,0.5,5,none,50
S02757,0.9,4096,10,3,0.1,0.5,5,full,1
S02758,0.9,4096,10,3,0.1,0.5,5,full,10
S02759,0.9,4096,10,3,0.1,0.5,5,full,50
S02760,0.9,4096,10,3,0.9,0.05,0,none,1
S02761,0.9,4096,10,3,0.9,0.05,0,none,10
S02762,0.9,4096,10,3,0.9,0.05,0,none,50
S02763,0.9,4096,10,3,0.9,0.05,0,full,1
S02764,0.9,4096,10,3,0.9,0.05,0,full,10
S02765,0.9,4096,10,3,0.9,0.05,0,full,50
S02766,0.9,4096,10,3,0.9,0.05,5,none,1
S02767,0.9,4096,10,3,0.9,0.05,5,none,10
S02768,0.9,4096,10,3,0.9,0.05,5,none,50
S02769,0.9,4096,10,3,0.9,0.05,5,full,1
S02770,0.9,4096,10,3,0.9,0.05,5,full,10
S02771,0.9,4096,10,3,0.9,0.05,5,full,50
S02772,0.9,4096,10,3,0.9,0.5,0,none,1
S02773,0.9,4096,10,3,0.9,0.5,0,none,10
S02774,0.9,4096,10,3,0.9,0.5,0,none,50
S02775,0.9,4096,10,3,0.9,0.5,0,full,1
S02776,0.9,4096,10,3,0.9,0.5,0,full,10
S02777,0.9,4096,10,3,0.9,0.5,0,full,50
S02778,0.9,4096,10,3,0.9,0.5,5,none,1
S02779,0.9,4096,10,3,0.9,0.5,5,none,10
S02780,0.9,4096,10,3,0.9,0.5,5,none,50
S02781,0.9,4096,10,3,0.9,0.5,5,full,1
S02782,0.9,4096,10,3,0.9,0.5,5,full,10
S02783,0.9,4096,10,3,0.9,0.5,5,full,50
S02784,0.9,4096,100,1,0.1,0.05,0,none,1
S02785,0.9,4096,100,1,0.1,0.05,0,none,10
S02786,0.9,4096,100,1,0.1,0.05,0,none,50
S02787,0.9,4096,100,1,0.1,0.05,0,full,1
S02788,0.9,4096,100,1,0.1,0.05,0,full,10
S02789,0.9,4096,100,1,0.1,0.05,0,full,50
S02790,0.9,4096,100,1,0.1,0.05,5,none,1
S02791,0.9,4096,100,1,0.1,0.05,5,none,10
S02792,0.9,4096,100,1,0.1,0.05,5,none,50
S02793,0.9,4096,100,1,0.1,0.05,5,full,1
S02794,0.9,4096,100,1,0.1,0.05,5,full,10
S02795,0.9,4096,100,1,0.1,0.05,5,full,50
S02796,0.9,4096,100,1,0.1,0.5,0,none,1
S02797,0.9,4096,100,1,0.1,0.5,0,none,10
S02798,0.9,4096,100,1,0.1,0.5,0,none,50
S02799,0.9,4096,100,1,0.1,0.5,0,full,1
S02800,0.9,4096,100,1,0.1,0.5,0,full,10
S02801,0.9,4096,100,1,0.1,0.5,0,full,50
S02802,0.9,4096,100,1,0.1,0.5,5,none,1
S02803,0.9,4096,100,1,0.1,0.5,5,none,10
S02804,0.9,4096,100,1,0.1,0.5,5,none,50
S02805,0.9,4096,100,1,0.1,0.5,5,full,1
S02806,0.9,4096,100,1,0.1,0.5,5,full,10
S02807,0.9,4096,100,1,0.1,0.5,5,full,50
S02808,0.9,4096,100,1,0.9,0.05,0,none,1
S02809,0.9,4096,100,1,0.9,0.05,0,none,10
S02810,0.9,4096,100,1,0.9,0.05,0,none,50
S02811,0.9,4096,100,1,0.9,0.05,0,full,1
S02812,0.9,4096,100,1,0.9,0.05,0,full,10
S02813,0.9,4096,100,1,0.9,0.05,0,full,50
S02814,0.9,4096,100,1,0.9,0.05,5,none,1
S02815,0.9,4096,100,1,0.9,0.05,5,none,10
S02816,0.9,4096,100,1,0.9,0.05,5,none,50
S02817,0.9,4096,100,1,0.9,0.05,5,full,1
S02818,0.9,4096,100,1,0.9,0.05,5,full,10
S02819,0.9,4096,100,1,0.9,0.05,5,full,50
S02820,0.9,4096,100,1,0.9,0.5,0,none,1
S02821,0.9,4096,100,1,0.9,0.5,0,none,10
S02822,0.9,4096,100,1,0.9,0.5,0,none,50
S02823,0.9,4096,100,1,0.9,0.5,0,full,1
S02824,0.9,4096,100,1,0.9,0.5,0,full,10
S02825,0.9,4096,100,1,0.9,0.5,0,full,50
S02826,0.9,4096,100,1,0.9,0.5,5,none,1
S02827,0.9,4096,100,1,0.9,0.5,5,none,10
S02828,0.9,4096,100,1,0.9,0.5,5,none,50
S02829,0.9,4096,100,1,0.9,0.5,5,full,1
S02830,0.9,4096,100,1,0.9,0.5,5,full,10
S02831,0.9,4096,100,1,0.9,0.5,5,full,50
S02832,0.9,4096,100,3,0.1,0.05,0,none,1
S02833,0.9,4096,100,3,0.1,0.05,0,none,10
S02834,0.9,4096,100,3,0.1,0.05,0,none,50
S02835,0.9,4096,100,3,0.1,0.05,0,full,1
S02836,0.9,4096,100,3,0.1,0.05,0,full,10
S02837,0.9,4096,100,3,0.1,0.05,0,full,50
S02838,0.9,4096,100,3,0.1,0.05,5,none,1
S02839,0.9,4096,100,3,0.1,0.05,5,none,10
S02840,0.9,4096,100,3,0.1,0.05,5,none,50
S02841,0.9,4096,100,3,0.1,0.05,5,full,1
S02842,0.9,4096,100,3,0.1,0.05,5,full,10
S02843,0.9,4096,100,3,0.1,0.05,5,full,50
S02844,0.9,4096,100,3,0.1,0.5,0,none,1
S02845,0.9,4096,100,3,0.1,0.5,0,none,10
S02846,0.9,4096,100,3,0.1,0.5,0,none,50
S02847,0.9,4096,100,3,0.1,0.5,0,full,1
S02848,0.9,4096,100,3,0.1,0.5,0,full,10
S02849,0.9,4096,100,3,0.1,0.5,0,full,50
S02850,0.9,4096,100,3,0.1,0.5,5,none,1
S02851,0.9,4096,100,3,0.1,0.5,5,none,10
S02852,0.9,4096,100,3,0.1,0.5,5,none,50
S02853,0.9,4096,100,3,0.1,0.5,5,full,1
S02854,0.9,4096,100,3,0.1,0.5,5,full,10
S02855,0.9,4096,100,3,0.1,0.5,5,full,50
S02856,0.9,4096,100,3,0.9,0.05,0,none,1
S02857,0.9,4096,100,3,0.9,0.05,0,none,10
S02858,0.9,4096,100,3,0.9,0.05,0,none,50
S02859,0.9,4096,100,3,0.9,0.05,0,full,1
S02860,0.9,4096,100,3,0.9,0.05,0,full,10
S02861,0.9,4096,100,3,0.9,0.05,0,full,50
S02862,0.9,4096,100,3,0.9,0.05,5,none,1
S02863,0.9,4096,100,3,0.9,0.05,5,none,10
S02864,0.9,4096,100,3,0.9,0.05,5,none,50
